_init_proc, no_match_found
lua_gc, no_match_found
lua_resume, no_match_found
lua_pushboolean, no_match_found
lua_pushinteger, no_match_found
lua_pushnil, no_match_found
lua_yield, no_match_found
lua_call, no_match_found
lua_cpcall, no_match_found
lua_pcall, no_match_found
lua_setfenv, no_match_found
lua_upvaluejoin, no_match_found
lua_setmetatable, no_match_found
lua_pushnumber, no_match_found
luaL_checkudata, no_match_found
lua_next, no_match_found
lua_newuserdata, no_match_found
lua_newthread, no_match_found
lua_pushvfstring, no_match_found
lua_pushfstring, no_match_found
luaL_checktype, no_match_found
luaL_optinteger, no_match_found
luaL_optnumber, no_match_found
lua_isnumber, no_match_found
lua_rawequal, no_match_found
luaL_checkany, no_match_found
lua_settop, no_match_found
lua_pushlightuserdata, no_match_found
cpcall, no_match_found
lua_tolstring, no_match_found
luaL_checkoption, no_match_found
luaL_checklstring, no_match_found
luaL_optlstring, no_match_found
lua_objlen, no_match_found
lua_pushlstring, no_match_found
lua_pushstring, no_match_found
lua_pushthread, no_match_found
lua_createtable, no_match_found
lua_getmetatable, no_match_found
lua_getfenv, no_match_found
lua_xmove, no_match_found
lua_remove, no_match_found
lua_insert, no_match_found
lua_replace, no_match_found
lua_pushvalue, no_match_found
lua_pushcclosure, no_match_found
lua_concat, no_match_found
lua_gettable, no_match_found
lua_getfield, no_match_found
lua_rawget, no_match_found
lua_rawgeti, no_match_found
luaL_getmetafield, no_match_found
lua_getupvalue, no_match_found
lua_settable, no_match_found
lua_setfield, no_match_found
lua_setupvalue, no_match_found
luaL_callmeta, no_match_found
lua_tointeger, no_match_found
luaL_checkinteger, no_match_found
lua_equal, no_match_found
lua_lessthan, no_match_found
lua_tonumber, no_match_found
luaL_checknumber, no_match_found
luaL_newmetatable, no_match_found
lua_rawset, no_match_found
lua_rawseti, no_match_found
lua_checkstack, no_match_found
luaL_checkstack, no_match_found
__i686_get_pc_thunk_cx, no_match_found
fillbuf, no_match_found
lj_lex_init, no_match_found
lj_lex_token2str, no_match_found
lj_lex_error, no_match_found
inclinenumber, no_match_found
save_grow, no_match_found
skip_sep, no_match_found
read_long_string, no_match_found
lex_number, no_match_found
llex, no_match_found
lj_lex_lookahead, no_match_found
lj_lex_next, no_match_found
lj_lex_setup, no_match_found
lj_lex_cleanup, no_match_found
expr_numiszero, no_match_found
jmp_next, no_match_found
jmp_novalue, no_match_found
jmp_patchtestreg, no_match_found
jmp_dropval, no_match_found
bcreg_free, no_match_found
expr_free, no_match_found
invertcond, no_match_found
var_add, no_match_found
gola_findlabel, no_match_found
fscope_begin, no_match_found
fs_buf_str, no_match_found
fs_buf_uleb128, no_match_found
expr_kvalue, no_match_found
endofblock, no_match_found
lex_opt, no_match_found
fs_init, no_match_found
synlevel_begin, no_match_found
gola_new, no_match_found
err_limit, no_match_found
var_lookup_, no_match_found
var_new, no_match_found
err_syntax, no_match_found
bcreg_bump, no_match_found
bcreg_reserve, no_match_found
jmp_patchins, no_match_found
jmp_patchval, no_match_found
bcemit_INS, no_match_found
bcemit_nil, no_match_found
jmp_append, no_match_found
bcemit_jmp, no_match_found
parse_break, no_match_found
jmp_tohere, no_match_found
jmp_patch, no_match_found
gola_close, no_match_found
gola_patch, no_match_found
gola_resolve, no_match_found
fscope_end, no_match_found
lj_parse_keepcdata, no_match_found
const_gc, no_match_found
const_str, no_match_found
expr_discharge, no_match_found
const_num, no_match_found
expr_toreg_nobranch, no_match_found
bcemit_branch, no_match_found
bcemit_branch_t, no_match_found
expr_toreg, no_match_found
expr_tonextreg, no_match_found
assign_adjust, no_match_found
expr_toanyreg, no_match_found
expr_index, no_match_found
expr_toval, no_match_found
bcemit_store, no_match_found
err_token, no_match_found
lex_str, no_match_found
expr_str, no_match_found
expr_field, no_match_found
lex_match, no_match_found
lex_check, no_match_found
parse_label, no_match_found
fs_buf_resize, no_match_found
fs_finish, no_match_found
lj_parse_keepstr, no_match_found
parse_body, no_match_found
expr_binop, no_match_found
expr, no_match_found
expr_cond, no_match_found
expr_next, no_match_found
expr_list, no_match_found
expr_bracket, no_match_found
expr_table, no_match_found
parse_args, no_match_found
expr_primary, no_match_found
parse_assignment, no_match_found
parse_chunk, no_match_found
lj_parse, no_match_found
parse_block, no_match_found
parse_then, no_match_found
reader_string, no_match_found
lua_dump, no_match_found
reader_file, no_match_found
lua_loadx, no_match_found
luaL_loadbufferx, no_match_found
EVP_DecryptInit, no_match_found
luaL_loadstring, no_match_found
luaL_loadfilex, no_match_found
fopen64_0, no_match_found
EVP_DecryptInit_0, no_match_found
cpparser, no_match_found
lj_trace_reenableproto, no_match_found
trace_flushroot, no_match_found
lj_trace_flush, no_match_found
lj_trace_flushproto, no_match_found
lj_trace_initstate, no_match_found
lj_trace_ins, no_match_found
lj_trace_hot, no_match_found
trace_exit_cp, no_match_found
lj_trace_flushall, no_match_found
trace_start, no_match_found
lj_trace_err, no_match_found
lj_trace_err_info, no_match_found
lj_trace_exit, no_match_found
lj_trace_free, no_match_found
lj_trace_freestate, no_match_found
trace_state, no_match_found
lj_ctype_addname, no_match_found
lj_ctype_getfieldq, no_match_found
ctype_prepstr, no_match_found
ctype_prepc, no_match_found
ctype_prepnum, no_match_found
ctype_appc, no_match_found
ctype_prepqual, no_match_found
ctype_preptype, no_match_found
lj_ctype_init, no_match_found
lj_ctype_repr_int64, no_match_found
lj_ctype_repr_complex, no_match_found
lj_ctype_repr, no_match_found
lj_ctype_new, no_match_found
lj_ctype_freestate, no_match_found
lj_ctype_intern, no_match_found
lj_ctype_getname, no_match_found
lj_ctype_rawref, no_match_found
lj_ctype_vlsize, no_match_found
lj_ctype_info, no_match_found
lj_ctype_meta, no_match_found
lj_ctype_size, no_match_found
lj_ccallback_ptr2slot, no_match_found
lj_ccallback_new, no_match_found
lj_ccallback_leave, no_match_found
lj_ccallback_enter, no_match_found
lj_ccallback_mcode_free, no_match_found
segment_holding, no_match_found
init_top, no_match_found
release_unused_segments, no_match_found
lj_alloc_free, no_match_found
lj_alloc_malloc, no_match_found
lj_alloc_realloc, no_match_found
lj_alloc_f, no_match_found
lj_alloc_create, no_match_found
lj_alloc_destroy, no_match_found
luaL_buffinit, no_match_found
luaL_newstate, no_match_found
panic, no_match_found
luaL_unref, no_match_found
luaL_ref, no_match_found
emptybuffer, no_match_found
luaL_pushresult, no_match_found
adjuststack, no_match_found
luaL_addvalue, no_match_found
luaL_prepbuffer, no_match_found
luaL_addlstring, no_match_found
luaL_addstring, no_match_found
luaL_gsub, no_match_found
luaL_findtable, no_match_found
luaL_openlib, no_match_found
vfscanf, no_match_found
luaL_fileresult, no_match_found
luaL_execresult, no_match_found
lj_cf_ffi_abi, no_match_found
lj_cf_ffi_load, no_match_found
ffi_checkcdata, no_match_found
lj_cf_ffi_gc, no_match_found
ffi_checkctype, no_match_found
ffi_checkint, no_match_found
ffi_checkptr, no_match_found
lj_cf_ffi_fill, no_match_found
lj_cf_ffi_copy, no_match_found
lj_cf_ffi_errno, no_match_found
lj_cf_ffi_new, no_match_found
ffi_callback_set, no_match_found
lj_cf_ffi_callback_set, no_match_found
lj_cf_ffi_callback_free, no_match_found
lj_cf_ffi_clib___gc, no_match_found
ffi_clib_index, no_match_found
ffi_pairs, no_match_found
lj_cf_ffi_meta___ipairs, no_match_found
lj_cf_ffi_meta___pairs, no_match_found
ffi_arith, no_match_found
lj_cf_ffi_meta___unm, no_match_found
lj_cf_ffi_meta___pow, no_match_found
lj_cf_ffi_meta___mod, no_match_found
lj_cf_ffi_meta_(double,int,void), no_match_found
lj_cf_ffi_meta___mul, no_match_found
lj_cf_ffi_meta___sub, no_match_found
lj_cf_ffi_meta___add, no_match_found
lj_cf_ffi_meta___concat, no_match_found
lj_cf_ffi_meta_(long,...), no_match_found
lj_cf_ffi_meta___lt, no_match_found
lj_cf_ffi_meta___len, no_match_found
lj_cf_ffi_meta___eq, no_match_found
ffi_index_meta, no_match_found
luaopen_ffi, no_match_found
lj_cf_ffi_meta___index, no_match_found
lj_cf_ffi_meta___newindex, no_match_found
lj_cf_ffi_cdef, no_match_found
lj_cf_ffi_istype, no_match_found
lj_cf_ffi_sizeof, no_match_found
lj_cf_ffi_alignof, no_match_found
lj_cf_ffi_offsetof, no_match_found
lj_cf_ffi_metatype, no_match_found
lj_cf_ffi_clib___newindex, no_match_found
lj_cf_ffi_string, no_match_found
lj_cf_ffi_meta___call, no_match_found
lj_cf_ffi_clib___index, no_match_found
lj_cf_ffi_meta___tostring, no_match_found
lj_cf_ffi_cast, no_match_found
lj_cf_ffi_typeof, no_match_found
luaL_openlibs, no_match_found
lj_vm_asm_begin, no_match_found
lj_BC_ISGE, no_match_found
lj_BC_ISLE, no_match_found
lj_BC_ISGT, no_match_found
lj_BC_ISEQV, no_match_found
lj_BC_ISNEV, no_match_found
lj_BC_ISEQS, no_match_found
lj_BC_ISNES, no_match_found
lj_BC_ISEQN, no_match_found
lj_BC_ISNEN, no_match_found
lj_BC_ISEQP, no_match_found
lj_BC_ISNEP, no_match_found
lj_BC_ISTC, no_match_found
lj_BC_ISFC, no_match_found
lj_BC_IST, no_match_found
lj_BC_ISF, no_match_found
lj_BC_MOV, no_match_found
lj_BC_NOT, no_match_found
lj_BC_UNM, no_match_found
lj_BC_LEN, no_match_found
lj_BC_ADDVN, no_match_found
lj_BC_SUBVN, no_match_found
lj_BC_MULVN, no_match_found
lj_BC_DIVVN, no_match_found
lj_BC_MODVN, no_match_found
lj_BC_ADDNV, no_match_found
lj_BC_SUBNV, no_match_found
lj_BC_MULNV, no_match_found
lj_BC_DIVNV, no_match_found
lj_BC_MODNV, no_match_found
lj_BC_ADDVV, no_match_found
lj_BC_SUBVV, no_match_found
lj_BC_MULVV, no_match_found
lj_BC_DIVVV, no_match_found
lj_BC_MODVV, no_match_found
lj_BC_POW, no_match_found
lj_BC_CAT, no_match_found
lj_BC_KSTR, no_match_found
lj_BC_KCDATA, no_match_found
lj_BC_KSHORT, no_match_found
lj_BC_KNUM, no_match_found
lj_BC_KPRI, no_match_found
lj_BC_KNIL, no_match_found
lj_BC_UGET, no_match_found
lj_BC_USETV, no_match_found
lj_BC_USETS, no_match_found
lj_BC_USETN, no_match_found
lj_BC_USETP, no_match_found
lj_BC_UCLO, no_match_found
lj_BC_FNEW, no_match_found
lj_BC_TNEW, no_match_found
lj_BC_TDUP, no_match_found
lj_BC_GGET, no_match_found
lj_BC_GSET, no_match_found
lj_BC_TGETV, no_match_found
lj_BC_TGETS, no_match_found
lj_BC_TGETB, no_match_found
lj_BC_TSETV, no_match_found
lj_BC_TSETS, no_match_found
lj_BC_TSETB, no_match_found
lj_BC_TSETM, no_match_found
lj_BC_CALLM, no_match_found
lj_BC_CALL, no_match_found
lj_BC_CALLMT, no_match_found
lj_BC_CALLT, no_match_found
lj_BC_ITERC, no_match_found
lj_BC_ITERN, no_match_found
lj_BC_VARG, no_match_found
lj_BC_ISNEXT, no_match_found
lj_BC_RETM, no_match_found
lj_BC_RET, no_match_found
lj_BC_RET0, no_match_found
lj_BC_RET1, no_match_found
lj_BC_FORI, no_match_found
lj_BC_JFORI, no_match_found
lj_BC_FORL, no_match_found
lj_BC_IFORL, no_match_found
lj_BC_JFORL, no_match_found
lj_BC_ITERL, no_match_found
lj_BC_IITERL, no_match_found
lj_BC_JITERL, no_match_found
lj_BC_LOOP, no_match_found
lj_BC_ILOOP, no_match_found
lj_BC_JLOOP, no_match_found
lj_BC_JMP, no_match_found
lj_BC_FUNCF, no_match_found
lj_BC_IFUNCF, no_match_found
lj_BC_JFUNCF, no_match_found
lj_BC_IFUNCV, no_match_found
lj_BC_JFUNCV, no_match_found
lj_BC_FUNCC, no_match_found
lj_BC_FUNCCW, no_match_found
lj_vm_returnp, no_match_found
lj_vm_returnc, no_match_found
lj_vm_return, no_match_found
lj_vm_leave_cp, no_match_found
lj_vm_leave_unw, no_match_found
lj_vm_unwind_yield, no_match_found
lj_vm_unwind_c, no_match_found
lj_vm_unwind_c_eh, no_match_found
lj_vm_unwind_rethrow, no_match_found
lj_vm_unwind_ff_eh, no_match_found
lj_vm_growstack_c, no_match_found
lj_vm_growstack_v, no_match_found
lj_vm_growstack_f, no_match_found
lj_vm_resume, no_match_found
lj_vm_pcall, no_match_found
lj_vm_call, no_match_found
lj_vm_call_dispatch, no_match_found
lj_vm_call_dispatch_f, no_match_found
lj_vm_cpcall, no_match_found
lj_cont_dispatch, no_match_found
lj_cont_cat, no_match_found
lj_vmeta_tgets, no_match_found
lj_vmeta_tgetb, no_match_found
lj_vmeta_tgetv, no_match_found
lj_cont_ra, no_match_found
lj_vmeta_tsets, no_match_found
lj_vmeta_tsetb, no_match_found
lj_vmeta_tsetv, no_match_found
lj_cont_nop, no_match_found
lj_vmeta_comp, no_match_found
lj_cont_condt, no_match_found
lj_cont_condf, no_match_found
lj_vmeta_equal, no_match_found
lj_vmeta_equal_cd, no_match_found
lj_vmeta_arith_vno, no_match_found
lj_vmeta_arith_nvo, no_match_found
lj_vmeta_unm, no_match_found
lj_vmeta_arith_vvo, no_match_found
lj_vmeta_binop, no_match_found
lj_vmeta_len, no_match_found
lj_vmeta_call_ra, no_match_found
lj_vmeta_call, no_match_found
lj_vmeta_for, no_match_found
lj_ff_assert, no_match_found
lj_ff_type, no_match_found
lj_ff_getmetatable, no_match_found
lj_ff_setmetatable, no_match_found
lj_ff_rawget, no_match_found
lj_ff_tonumber, no_match_found
lj_ff_tostring, no_match_found
lj_ff_next, no_match_found
lj_fff_res2, no_match_found
lj_ff_pairs, no_match_found
lj_ff_ipairs_aux, no_match_found
lj_fff_res0, no_match_found
lj_ff_ipairs, no_match_found
lj_ff_pcall, no_match_found
lj_ff_xpcall, no_match_found
lj_ff_coroutine_resume, no_match_found
lj_ff_coroutine_wrap_aux, no_match_found
lj_ff_coroutine_yield, no_match_found
lj_fff_resi, no_match_found
lj_fff_resxmm0, no_match_found
lj_fff_res1, no_match_found
lj_fff_res, no_match_found
lj_fff_res_, no_match_found
lj_ff_math_floor, no_match_found
lj_ff_math_ceil, no_match_found
lj_ff_math_sqrt, no_match_found
lj_ff_math_log, no_match_found
lj_ff_math_log10, no_match_found
lj_ff_math_exp, no_match_found
lj_ff_math_sin, no_match_found
lj_ff_math_cos, no_match_found
lj_ff_math_tan, no_match_found
lj_ff_math_asin, no_match_found
lj_ff_math_acos, no_match_found
lj_ff_math_atan, no_match_found
lj_ff_math_sinh, no_match_found
lj_ff_math_cosh, no_match_found
lj_ff_math_tanh, no_match_found
lj_ff_math_rad, no_match_found
lj_ff_math_atan2, no_match_found
lj_ff_math_ldexp, no_match_found
lj_ff_math_frexp, no_match_found
lj_ff_math_modf, no_match_found
lj_ff_math_fmod, no_match_found
lj_ff_math_pow, no_match_found
lj_ff_math_min, no_match_found
lj_ff_math_max, no_match_found
lj_ff_string_len, no_match_found
lj_ff_string_byte, no_match_found
lj_ff_string_char, no_match_found
lj_fff_newstr, no_match_found
lj_ff_string_sub, no_match_found
lj_fff_emptystr, no_match_found
lj_ff_string_rep, no_match_found
lj_ff_string_reverse, no_match_found
lj_ff_string_lower, no_match_found
lj_ff_string_upper, no_match_found
lj_ff_table_getn, no_match_found
lj_ff_bit_tobit, no_match_found
lj_ff_bit_band, no_match_found
lj_ff_bit_bor, no_match_found
lj_ff_bit_bxor, no_match_found
lj_ff_bit_bswap, no_match_found
lj_ff_bit_bnot, no_match_found
lj_fff_resbit, no_match_found
lj_fff_fallback_bit_op, no_match_found
lj_ff_bit_lshift, no_match_found
lj_ff_bit_rshift, no_match_found
lj_ff_bit_arshift, no_match_found
lj_ff_bit_rol, no_match_found
lj_ff_bit_ror, no_match_found
lj_fff_fallback_2, no_match_found
lj_fff_fallback_1, no_match_found
lj_fff_fallback, no_match_found
lj_vm_call_tail, no_match_found
lj_fff_gcstep, no_match_found
lj_vm_record, no_match_found
lj_vm_rethook, no_match_found
lj_vm_inshook, no_match_found
lj_cont_hook, no_match_found
lj_vm_hotloop, no_match_found
lj_vm_callhook, no_match_found
lj_vm_hotcall, no_match_found
lj_vm_exit_handler, no_match_found
lj_vm_exit_interp, no_match_found
lj_vm_floor, no_match_found
lj_vm_floor_sse, no_match_found
lj_vm_ceil, no_match_found
lj_vm_ceil_sse, no_match_found
lj_vm_trunc, no_match_found
lj_vm_trunc_sse, no_match_found
lj_vm_mod, no_match_found
lj_vm_log2, no_match_found
lj_vm_exp_x87, no_match_found
lj_vm_exp2_x87, no_match_found
lj_vm_exp2raw, no_match_found
lj_vm_pow, no_match_found
lj_vm_pow_sse, no_match_found
lj_vm_powi_sse, no_match_found
sub_81D7627, no_match_found
lj_vm_foldfpm, no_match_found
lj_vm_foldarith, no_match_found
lj_vm_cpuid, no_match_found
lj_assert_bad_for_arg_type, no_match_found
lj_vm_ffi_callback, no_match_found
lj_cont_ffi_callback, no_match_found
lj_vm_ffi_call, no_match_found
gc_marktrace, no_match_found
gc_sweep, no_match_found
gc_mayclear, no_match_found
lj_gc_freeall, no_match_found
lj_gc_barriertrace, no_match_found
lj_mem_newgco, no_match_found
lj_mem_realloc, no_match_found
lj_mem_grow, no_match_found
gc_mark, no_match_found
lj_gc_barrieruv, no_match_found
lj_gc_barrierf, no_match_found
lj_gc_closeuv, no_match_found
gc_traverse_trace, no_match_found
gc_mark_gcroot, no_match_found
lj_gc_separateudata, no_match_found
propagatemark, no_match_found
gc_propagate_gray, no_match_found
gc_call_finalizer, no_match_found
gc_finalize, no_match_found
gc_onestep, no_match_found
lj_gc_fullgc, no_match_found
lj_gc_step, no_match_found
lj_gc_step_jit, no_match_found
lj_gc_step_fixtop, no_match_found
lj_gc_finalize_udata, no_match_found
lj_gc_finalize_cdata, no_match_found
hashkey, StoneAge/Source/saac/db.c
lj_tab_getinth, no_match_found
lj_tab_getstr, no_match_found
lj_tab_len, no_match_found
lj_tab_get, no_match_found
countint, no_match_found
resizetab, no_match_found
lj_tab_reasize, no_match_found
rehashtab, no_match_found
lj_tab_newkey, no_match_found
lj_tab_setstr, no_match_found
lj_tab_setinth, no_match_found
lj_tab_set, no_match_found
lj_tab_rehash, no_match_found
newtab, no_match_found
lj_tab_new1, no_match_found
lj_tab_dup, no_match_found
lj_tab_next, no_match_found
lj_tab_free, no_match_found
lj_tab_new, no_match_found
lj_udata_free, no_match_found
lj_udata_new, no_match_found
mmcall, no_match_found
str2num, no_match_found
lj_meta_init, no_match_found
lj_meta_lookup, no_match_found
lj_meta_comp, no_match_found
lj_meta_equal_cd, no_match_found
lj_meta_len, no_match_found
lj_meta_arith, no_match_found
lj_meta_cache, no_match_found
lj_meta_tget, no_match_found
lj_meta_tailcall, no_match_found
lj_meta_equal, no_match_found
lj_meta_call, no_match_found
lj_meta_tset, no_match_found
lj_meta_for, no_match_found
lj_meta_cat, no_match_found
lj_vmevent_call, no_match_found
lj_vmevent_prepare, no_match_found
lj_vm_modi, no_match_found
lj_vm_errno, no_match_found
lj_vm_tanh, no_match_found
lj_vm_cosh, no_match_found
lj_vm_sinh, no_match_found
strscan_double, no_match_found
possible_crypto_5, no_match_found
lj_strscan_num, no_match_found
bcread_mem, no_match_found
bcread_uleb128, no_match_found
bcread_ktabk, no_match_found
bcread_block, no_match_found
bcread_resize, no_match_found
bcread_error, no_match_found
bcread_fill, no_match_found
lj_bcread, no_match_found
bcwrite_block, no_match_found
bcwrite_uleb128, no_match_found
lj_bcwrite, no_match_found
bcwrite_resize, no_match_found
bcwrite_ktabk, no_match_found
bcwrite_proto, no_match_found
cpwriter, no_match_found
lj_ir_k64_freeall, no_match_found
lj_ir_numcmp, no_match_found
lj_ir_rollback, no_match_found
lj_ir_strcmp, no_match_found
lj_ir_tostr, no_match_found
lj_ir_k64_find, no_match_found
lj_ir_growbot, no_match_found
lj_ir_k64, no_match_found
lj_ir_kint64, no_match_found
lj_ir_knum_u64, no_match_found
lj_ir_kint, no_match_found
lj_ir_knumint, no_match_found
lj_ir_kslot, no_match_found
lj_ir_growtop, no_match_found
lj_ir_emit, no_match_found
lj_ir_kvalue, no_match_found
lj_ir_call, no_match_found
lj_ir_tonumber, no_match_found
lj_ir_tonum, no_match_found
lj_ir_kgc, no_match_found
lj_ir_kptr_, no_match_found
lj_ir_knull, no_match_found
fold_kfold_ldexp, no_match_found
fold_kfold_bnot, no_match_found
fold_kfold_bswap, no_match_found
fold_kfold_intcomp, no_match_found
fold_kfold_intcomp0, no_match_found
kfold_int64arith, no_match_found
fold_kfold_int64comp, no_match_found
fold_kfold_int64comp0, no_match_found
fold_kfold_add_kright, no_match_found
fold_kfold_conv_kint_ext, no_match_found
fold_kfold_conv_kint64_int_i64, no_match_found
fold_kfold_conv_knum_int_num, no_match_found
fold_kfold_conv_knum_u32_num, no_match_found
fold_kfold_kref, no_match_found
fold_shortcut_round, no_match_found
fold_shortcut_left, no_match_found
fold_shortcut_dropleft, no_match_found
fold_shortcut_leftleft, no_match_found
fold_simplify_numadd_negx, no_match_found
fold_simplify_numadd_xneg, no_match_found
fold_simplify_numsub_k, no_match_found
fold_simplify_numsub_xneg, no_match_found
fold_simplify_nummuldiv_negneg, no_match_found
fold_shortcut_conv_num_int, no_match_found
fold_simplify_conv_int_num, no_match_found
fold_simplify_conv_i64_num, no_match_found
fold_simplify_conv_int_i64, no_match_found
fold_simplify_conv_flt_num, no_match_found
fold_simplify_tobit_conv, no_match_found
fold_simplify_floor_conv, no_match_found
fold_simplify_conv_sext, no_match_found
fold_simplify_intadd_k, no_match_found
fold_simplify_intmul_k, no_match_found
fold_simplify_intsub_kleft, no_match_found
fold_simplify_intadd_k64, no_match_found
fold_simplify_intmod_kleft, no_match_found
fold_simplify_intsubadd_leftcancel, no_match_found
fold_simplify_intsubsub_rightcancel, no_match_found
fold_simplify_intsubaddadd_cancel, no_match_found
fold_simplify_band_k, no_match_found
fold_simplify_bor_k, no_match_found
fold_simplify_bxor_k, no_match_found
fold_simplify_shift_andk, no_match_found
fold_simplify_shift1_ki, no_match_found
fold_simplify_shift2_ki, no_match_found
fold_reassoc_dup, no_match_found
fold_reassoc_bxor, no_match_found
fold_reassoc_minmax_left, no_match_found
fold_reassoc_minmax_right, no_match_found
fold_abc_invar, no_match_found
fold_comm_swap, no_match_found
fold_comm_equal, no_match_found
fold_comm_comp, no_match_found
fold_comm_dup, no_match_found
fold_kfold_hload_kkptr, no_match_found
fold_barrier_tnew_tdup, no_match_found
lj_opt_cselim, no_match_found
fold_fload_cdata_ptr_int64_cnew, no_match_found
fold_fload_cdata_typeid_cnew, no_match_found
fold_fload_cdata_typeid_kgc, no_match_found
fold_fload_str_len_snew, no_match_found
fold_fload_str_len_kgc, no_match_found
fold_cse_uref, no_match_found
fold_abc_k, no_match_found
fold_abc_fwd, no_match_found
fold_cse_conv, no_match_found
lj_opt_cse, no_match_found
fold_barrier_tab, no_match_found
fold_fwd_sload, no_match_found
fold_simplify_shift_ik, no_match_found
fold_simplify_intsubadd_rightcancel, no_match_found
fold_simplify_intsubsub_leftcancel, no_match_found
fold_simplify_intmod_k, no_match_found
fold_simplify_intsub_k, no_match_found
lj_opt_fold, no_match_found
fold_simplify_numpow_kx, no_match_found
fold_fload_cdata_int64_kgc, no_match_found
kfold_xload, no_match_found
fold_xload_kptr, no_match_found
fold_comm_bxor, no_match_found
fold_reassoc_shift, no_match_found
fold_reassoc_intarith_k64, no_match_found
fold_simplify_intsub, no_match_found
fold_simplify_intmul_k64, no_match_found
fold_simplify_intsub_k64, no_match_found
fold_kfold_conv_knum_u64_num, no_match_found
fold_kfold_conv_knum_i64_num, no_match_found
fold_kfold_conv_kint_i64, no_match_found
fold_kfold_bswap64, no_match_found
fold_kfold_bnot64, no_match_found
fold_kfold_int64shift, no_match_found
fold_kfold_int64arith, no_match_found
fold_fload_tab_ah, no_match_found
fold_fload_tab_tdup_hmask, no_match_found
fold_fload_tab_tdup_asize, no_match_found
fold_fload_tab_tnew_hmask, no_match_found
fold_fload_tab_tnew_asize, no_match_found
fold_fwd_href_tdup, no_match_found
fold_fwd_href_tnew, no_match_found
fold_kfold_add_kptr, no_match_found
fold_kfold_add_kgc, no_match_found
fold_kfold_strref, no_match_found
kfold_intop, no_match_found
fold_reassoc_minmax_k, no_match_found
fold_reassoc_intarith_k, no_match_found
fold_simplify_andk_shiftk, no_match_found
fold_simplify_shiftk_andk, no_match_found
fold_kfold_intarith, no_match_found
fold_simplify_intmul_k32, no_match_found
fold_narrow_convert, no_match_found
fold_simplify_nummuldiv_k, no_match_found
fold_kfold_tostr_kint, no_match_found
fold_kfold_snew_empty, no_match_found
fold_kfold_tostr_knum, no_match_found
fold_kfold_strcmp, no_match_found
fold_kfold_snew_kptr, no_match_found
fold_kfold_int64arith2, no_match_found
fold_kfold_numcomp, no_match_found
fold_kfold_intovarith, no_match_found
fold_kfold_tobit, no_match_found
fold_kfold_strref_snew, no_match_found
fold_simplify_numpow_xk, no_match_found
fold_simplify_conv_narrow, no_match_found
fold_merge_eqne_snew_kgc, no_match_found
fold_kfold_numarith, no_match_found
fold_kfold_fpmath, no_match_found
fold_kfold_numpow, no_match_found
fold_kfold_conv_kint_num, no_match_found
fold_kfold_conv_kintu32_num, no_match_found
fold_kfold_conv_kint64_num_i64, no_match_found
fold_kfold_conv_kint64_num_u64, no_match_found
fold_kfold_strto, no_match_found
fold_simplify_numsub_negk, no_match_found
fold_simplify_nummuldiv_negk, no_match_found
__i686_get_pc_thunk_dx, no_match_found
narrow_bpc_get, no_match_found
narrow_bpc_set, no_match_found
narrow_stripov_backprop, no_match_found
narrow_conv_backprop, no_match_found
numisint, no_match_found
narrow_forl, no_match_found
narrow_stripov, no_match_found
lj_opt_narrow_convert, no_match_found
lj_opt_narrow_forl, no_match_found
lj_opt_narrow_index, no_match_found
lj_opt_narrow_toint, no_match_found
lj_opt_narrow_tobit, no_match_found
lj_opt_narrow_cindex, no_match_found
lj_opt_narrow_arith, no_match_found
lj_opt_narrow_unm, no_match_found
lj_opt_narrow_mod, no_match_found
lj_opt_narrow_pow, no_match_found
lj_opt_dce, no_match_found
lj_opt_loop, no_match_found
cploop_opt, no_match_found
split_subst_snap, no_match_found
lj_opt_split, no_match_found
split_emit, no_match_found
split_call_ll, no_match_found
cpsplit, no_match_found
sink_checkalloc, no_match_found
sink_phidep, no_match_found
sink_checkphi, no_match_found
lj_opt_sink, no_match_found
lj_mcode_sync, no_match_found
mcode_allocarea, no_match_found
mcode_setprot, no_match_found
mcode_protfail, no_match_found
mcode_protect, no_match_found
lj_mcode_patch, no_match_found
lj_mcode_abort, no_match_found
lj_mcode_limiterr, no_match_found
lj_mcode_commit, no_match_found
lj_mcode_reserve, no_match_found
lj_mcode_free, no_match_found
snap_renamefilter, no_match_found
snap_renameref, no_match_found
lj_snap_regspmap, no_match_found
snap_dedup, no_match_found
snap_sunk_store2, no_match_found
snap_restoredata, no_match_found
snap_restoreval, no_match_found
lj_snap_restore, no_match_found
snap_replay_const, no_match_found
snap_pref, no_match_found
snap_usedef, no_match_found
lj_snap_shrink, no_match_found
lj_snap_purge, no_match_found
lj_snap_grow_map_, no_match_found
lj_snap_grow_buf_, no_match_found
lj_snap_add, no_match_found
lj_snap_replay, no_match_found
rec_for_direction, no_match_found
rec_iterl, no_match_found
rec_loop, no_match_found
sload, no_match_found
sloadt, no_match_found
fori_load, no_match_found
getcurrf, no_match_found
rec_comp_prep, no_match_found
rec_func_setup, no_match_found
rec_idx_abc, no_match_found
rec_stop, no_match_found
rec_loop_jit, no_match_found
rec_loop_interp, no_match_found
rec_for_check, no_match_found
find_kinit, no_match_found
fori_arg, no_match_found
rec_for_loop, no_match_found
lj_record_setup, no_match_found
lj_record_constify, no_match_found
rec_upvalue, no_match_found
rec_mm_prep, no_match_found
rec_comp_fixup, no_match_found
rec_for, no_match_found
