_init_proc	.init	08049DD4	00000017	0000000C		R	.	.	.	.	.	B	.	.
fold_simplify_numadd_xneg	.text	081DF0F0	00000021	00000000		R	.	.	.	.	.	.	.	.
fold_simplify_numsub_k	.text	081DF120	0000002B	00000000		R	.	.	.	.	.	.	.	.
fold_simplify_numsub_xneg	.text	081DF150	00000021	00000000		R	.	.	.	.	.	.	.	.
fold_simplify_nummuldiv_negneg	.text	081DF180	0000002B	00000000		R	.	.	.	.	.	.	.	.
fold_shortcut_conv_num_int	.text	081DF1B0	00000021	00000000		R	.	.	.	.	.	.	.	.
fold_simplify_conv_int_num	.text	081DF1E0	00000022	00000004		R	.	.	.	.	.	.	.	.
fold_simplify_conv_i64_num	.text	081DF210	00000047	00000000		R	.	.	.	.	.	.	.	.
fold_simplify_conv_int_i64	.text	081DF260	00000052	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_conv_flt_num	.text	081DF2C0	0000001A	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_tobit_conv	.text	081DF2E0	00000018	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_floor_conv	.text	081DF300	00000018	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_conv_sext	.text	081DF320	000000E4	00000010		R	.	.	.	.	.	.	T	.
fold_simplify_intadd_k	.text	081DF410	00000012	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intmul_k	.text	081DF430	00000037	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intsub_kleft	.text	081DF470	0000003A	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intadd_k64	.text	081DF4B0	00000018	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_intmod_kleft	.text	081DF4D0	00000014	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intsubadd_leftcancel	.text	081DF4F0	00000035	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intsubsub_rightcancel	.text	081DF530	0000002D	00000000		R	.	.	.	.	.	.	T	.
fold_simplify_intsubaddadd_cancel	.text	081DF560	000000B2	00000008		R	.	.	.	.	.	.	T	.
fold_simplify_band_k	.text	081DF620	00000041	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_bor_k	.text	081DF670	00000041	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_bxor_k	.text	081DF6C0	0000004D	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_shift_andk	.text	081DF710	0000005C	00000004		R	.	.	.	.	.	.	T	.
fold_simplify_shift1_ki	.text	081DF770	0000003B	00000008		R	.	.	.	.	.	.	T	.
fold_simplify_shift2_ki	.text	081DF7B0	00000032	00000000		R	.	.	.	.	.	.	T	.
fold_reassoc_dup	.text	081DF7F0	00000019	00000000		R	.	.	.	.	.	.	T	.
fold_reassoc_bxor	.text	081DF810	00000025	00000000		R	.	.	.	.	.	.	T	.
fold_reassoc_minmax_left	.text	081DF840	00000018	00000000		R	.	.	.	.	.	.	T	.
fold_reassoc_minmax_right	.text	081DF860	00000024	00000000		R	.	.	.	.	.	.	T	.
fold_abc_invar	.text	081DF890	00000035	00000000		R	.	.	.	.	.	.	T	.
fold_comm_swap	.text	081DF8D0	00000020	00000004		R	.	.	.	.	.	.	T	.
fold_comm_equal	.text	081DF8F0	00000029	00000000		R	.	.	.	.	.	.	T	.
fold_comm_comp	.text	081DF920	00000041	00000000		R	.	.	.	.	.	.	T	.
fold_comm_dup	.text	081DF970	00000014	00000000		R	.	.	.	.	.	.	T	.
fold_kfold_hload_kkptr	.text	081DF990	00000006	00000000		R	.	.	.	.	.	.	T	.
fold_barrier_tnew_tdup	.text	081DF9A0	00000013	00000000		R	.	.	.	.	.	.	T	.
lj_opt_cselim	.text	081DF9C0	00000052	0000000C		R	.	.	.	.	.	.	T	.
fold_fload_cdata_ptr_int64_cnew	.text	081DFA20	0000000E	00000000		R	.	.	.	.	.	.	.	.
fold_fload_cdata_typeid_cnew	.text	081DFA30	0000000E	00000000		R	.	.	.	.	.	.	.	.
fold_fload_cdata_typeid_kgc	.text	081DFA40	00000019	00000000		R	.	.	.	.	.	.	.	.
fold_fload_str_len_snew	.text	081DFA60	00000014	00000000		R	.	.	.	.	.	.	.	.
fold_fload_str_len_kgc	.text	081DFA80	00000018	00000000		R	.	.	.	.	.	.	.	.
fold_cse_uref	.text	081DFAA0	000000C6	0000001C		R	.	.	.	.	.	.	.	.
fold_abc_k	.text	081DFB70	00000072	0000000C		R	.	.	.	.	.	.	.	.
fold_abc_fwd	.text	081DFBF0	000000A2	0000000C		R	.	.	.	.	.	.	.	.
fold_cse_conv	.text	081DFCA0	00000092	0000001C		R	.	.	.	.	.	.	.	.
lj_opt_cse	.text	081DFD40	000000BE	0000001C		R	.	.	.	.	.	.	.	.
fold_barrier_tab	.text	081DFE00	0000004C	0000000C		R	.	.	.	.	.	.	.	.
fold_fwd_sload	.text	081DFE50	0000003A	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_shift_ik	.text	081DFE90	0000009B	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intsubadd_rightcancel	.text	081DFF30	00000068	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intsubsub_leftcancel	.text	081DFFA0	0000004D	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intmod_k	.text	081DFFF0	00000037	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intsub_k	.text	081E0030	00000041	0000000C		R	.	.	.	.	.	.	.	.
lj_opt_fold	.text	081E0080	00000230	0000002C		R	.	.	.	.	.	.	.	.
fold_simplify_numpow_kx	.text	081E02B0	0000008E	0000001C		R	.	.	.	.	.	.	.	.
fold_fload_cdata_int64_kgc	.text	081E0340	0000004C	0000001C		R	.	.	.	.	.	.	.	.
kfold_xload	.text	081E0390	00000097	0000001C		R	.	.	.	.	.	.	.	.
fold_xload_kptr	.text	081E0430	0000000D	00000000		R	.	.	.	.	.	.	.	.
fold_comm_bxor	.text	081E0440	00000053	0000000C		R	.	.	.	.	.	.	.	.
fold_reassoc_shift	.text	081E04A0	000000D2	0000001C		R	.	.	.	.	.	.	.	.
fold_reassoc_intarith_k64	.text	081E0580	000000A1	0000001C		R	.	.	.	.	.	.	.	.
fold_simplify_intsub	.text	081E0630	00000056	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intmul_k64	.text	081E0690	00000034	0000001C		R	.	.	.	.	.	.	.	.
fold_simplify_intsub_k64	.text	081E06D0	00000049	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_knum_u64_num	.text	081E0720	00000041	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_knum_i64_num	.text	081E0770	00000030	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_kint_i64	.text	081E07A0	00000040	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_bswap64	.text	081E07E0	00000044	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_bnot64	.text	081E0830	00000037	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_int64shift	.text	081E0870	00000183	0000003C		R	.	.	.	.	.	.	.	.
fold_kfold_int64arith	.text	081E0A00	00000042	0000001C		R	.	.	.	.	.	.	.	.
fold_fload_tab_ah	.text	081E0A50	00000039	0000000C		R	.	.	.	.	.	.	.	.
fold_fload_tab_tdup_hmask	.text	081E0A90	00000037	0000000C		R	.	.	.	.	.	.	.	.
fold_fload_tab_tdup_asize	.text	081E0AD0	00000037	0000000C		R	.	.	.	.	.	.	.	.
fold_fload_tab_tnew_hmask	.text	081E0B10	00000038	0000000C		R	.	.	.	.	.	.	.	.
fold_fload_tab_tnew_asize	.text	081E0B50	0000002E	0000000C		R	.	.	.	.	.	.	.	.
fold_fwd_href_tdup	.text	081E0B80	00000076	0000002C		R	.	.	.	.	.	.	.	.
fold_fwd_href_tnew	.text	081E0C00	00000034	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_add_kptr	.text	081E0C40	00000024	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_add_kgc	.text	081E0C70	000000B1	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_strref	.text	081E0D30	00000027	0000000C		R	.	.	.	.	.	.	.	.
kfold_intop	.text	081E0D60	000000CF	0000000C		R	.	.	.	.	.	.	.	.
fold_reassoc_minmax_k	.text	081E0E30	000000FB	0000003C		R	.	.	.	.	.	.	.	.
fold_reassoc_intarith_k	.text	081E0F30	0000006D	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_andk_shiftk	.text	081E0FA0	00000041	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_shiftk_andk	.text	081E0FF0	0000007E	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_intarith	.text	081E1070	00000025	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_intmul_k32	.text	081E10A0	00000053	0000000C		R	.	.	.	.	.	.	.	.
fold_narrow_convert	.text	081E1100	00000029	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_nummuldiv_k	.text	081E1130	00000155	0000002C		R	.	.	.	.	.	.	.	.
fold_kfold_tostr_kint	.text	081E1290	0000002A	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_snew_empty	.text	081E12C0	0000002D	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_tostr_knum	.text	081E12F0	0000002A	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_strcmp	.text	081E1320	00000055	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_snew_kptr	.text	081E1380	0000003B	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_int64arith2	.text	081E13C0	000000F4	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_numcomp	.text	081E14C0	0000002B	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_intovarith	.text	081E14F0	00000071	00000030		R	.	.	.	.	.	.	.	.
fold_kfold_tobit	.text	081E1570	0000002F	0000000C		R	.	.	.	.	.	.	.	.
fold_kfold_strref_snew	.text	081E15A0	0000008F	0000000C		R	.	.	.	.	.	.	.	.
fold_simplify_numpow_xk	.text	081E1630	00000160	0000001C		R	.	.	.	.	.	.	.	.
fold_simplify_conv_narrow	.text	081E1790	0000009C	0000003C		R	.	.	.	.	.	.	.	.
fold_merge_eqne_snew_kgc	.text	081E1830	00000154	0000003C		R	.	.	.	.	.	.	.	.
fold_kfold_numarith	.text	081E1990	0000004B	0000002C		R	.	.	.	.	.	.	.	.
fold_kfold_fpmath	.text	081E19E0	0000003C	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_numpow	.text	081E1A20	00000046	0000002C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_kint_num	.text	081E1A70	00000026	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_kintu32_num	.text	081E1AA0	00000030	00000024		R	.	.	.	.	.	.	.	.
fold_kfold_conv_kint64_num_i64	.text	081E1AD0	00000028	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_conv_kint64_num_u64	.text	081E1B00	00000048	0000001C		R	.	.	.	.	.	.	.	.
fold_kfold_strto	.text	081E1B50	0000003C	0000002C		R	.	.	.	.	.	.	.	.
fold_simplify_numsub_negk	.text	081E1B90	0000004E	0000001C		R	.	.	.	.	.	.	.	.
fold_simplify_nummuldiv_negk	.text	081E1BE0	0000004E	0000001C		R	.	.	.	.	.	.	.	.
__i686_get_pc_thunk_dx	.text	081E1C2E	00000004	00000000		R	.	.	.	.	.	.	.	.
narrow_bpc_get	.text	081E1C40	0000003C	0000000C		R	.	.	.	.	.	.	.	.
narrow_bpc_set	.text	081E1C80	00000048	0000000C	00000004	R	.	.	.	.	.	.	.	.
narrow_stripov_backprop	.text	081E1CD0	000000CE	00000014		R	.	.	.	.	.	.	.	.
narrow_conv_backprop	.text	081E1DA0	00000375	00000054		R	.	.	.	.	.	.	.	.
numisint	.text	081E2120	00000037	00000010	00000008	R	.	.	.	.	.	.	T	.
narrow_forl	.text	081E2160	0000001D	0000000C		R	.	.	.	.	.	.	.	.
narrow_stripov	.text	081E2180	000000F8	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_opt_narrow_convert	.text	081E2280	00000283	0000045C		R	.	.	.	.	.	.	.	.
lj_opt_narrow_forl	.text	081E2510	0000009D	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_opt_narrow_index	.text	081E25B0	000000A9	0000001C		R	.	.	.	.	.	.	.	.
lj_opt_narrow_toint	.text	081E2660	000000A0	0000000C		R	.	.	.	.	.	.	.	.
lj_opt_narrow_tobit	.text	081E2700	000000C0	0000001C		R	.	.	.	.	.	.	.	.
lj_opt_narrow_cindex	.text	081E27C0	0000004A	0000000C		R	.	.	.	.	.	.	.	.
lj_opt_narrow_arith	.text	081E2810	00000179	0000002C	00000018	R	.	.	.	.	.	.	.	.
lj_opt_narrow_unm	.text	081E2990	0000010D	0000002C	0000000C	R	.	.	.	.	.	.	.	.
lj_opt_narrow_mod	.text	081E2AA0	00000133	0000001C	00000010	R	.	.	.	.	.	.	.	.
lj_opt_narrow_pow	.text	081E2BE0	000002BA	0000003C	00000010	R	.	.	.	.	.	.	.	.
lj_opt_dce	.text	081E2EA0	0000015D	00000198	00000004	R	.	.	.	.	.	.	.	.
lj_opt_loop	.text	081E3000	00000160	0000003C	00000004	R	.	.	.	.	.	.	.	.
cploop_opt	.text	081E3160	00000BB2	0000013C	0000000C	R	.	.	.	.	.	.	.	.
split_subst_snap	.text	081E3D20	00000045	0000000C		R	.	.	.	.	.	.	.	.
lj_opt_split	.text	081E3D70	00000080	0000001C	00000004	R	.	.	.	.	.	.	.	.
split_emit	.text	081E3DF0	0000006A	0000001C	00000004	R	.	.	.	.	.	.	.	.
split_call_ll	.text	081E3E60	000000B3	0000001C	00000008	R	.	.	.	.	.	.	.	.
cpsplit	.text	081E3F20	00000939	0000006C	0000000C	R	.	.	.	.	.	.	.	.
sink_checkalloc	.text	081E4860	00000055	00000004		R	.	.	.	.	.	.	.	.
sink_phidep	.text	081E48C0	00000080	00000008		R	.	.	.	.	.	.	.	.
sink_checkphi	.text	081E4940	0000008C	00000008		R	.	.	.	.	.	.	.	.
lj_opt_sink	.text	081E49D0	0000042A	00000014	00000004	R	.	.	.	.	.	.	.	.
lj_mcode_sync	.text	081E4E00	00000002	00000000		R	.	.	.	.	.	.	.	.
mcode_allocarea	.text	081E4E10	000000E0	0000002C		R	.	.	.	.	.	.	.	.
mcode_setprot	.text	081E4EF0	00000024	0000001C		R	.	.	.	.	.	.	.	.
mcode_protfail	.text	081E4F20	0000004B	0000001C		R	.	.	.	.	.	.	.	.
mcode_protect	.text	081E4F70	00000049	0000000C		R	.	.	.	.	.	.	.	.
lj_mcode_patch	.text	081E4FC0	000000A2	0000000C	0000000C	R	.	.	.	.	.	.	.	.
lj_mcode_abort	.text	081E5070	0000001A	00000000	00000004	R	.	.	.	.	.	.	.	.
lj_mcode_limiterr	.text	081E5090	00000080	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_mcode_commit	.text	081E5110	00000018	00000000	00000008	R	.	.	.	.	.	.	.	.
lj_mcode_reserve	.text	081E5130	0000003E	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_mcode_free	.text	081E5170	0000004F	0000001C	00000004	R	.	.	.	.	.	.	.	.
snap_renamefilter	.text	081E51C0	00000043	0000000C		R	.	.	.	.	.	.	.	.
snap_renameref	.text	081E5210	0000004C	00000008	00000004	R	.	.	.	.	.	.	.	.
lj_snap_regspmap	.text	081E5260	000000DF	00000018	0000000C	R	.	.	.	.	.	.	.	.
snap_dedup	.text	081E5340	00000055	00000010	00000004	R	.	.	.	.	.	.	.	.
snap_sunk_store2	.text	081E53A0	0000004D	00000008		R	.	.	.	.	.	.	.	.
snap_restoredata	.text	081E53F0	000001E0	00000034	00000010	R	.	.	.	.	.	.	.	.
snap_restoreval	.text	081E55D0	0000016F	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_snap_restore	.text	081E5740	0000072F	0000007C	00000008	R	.	.	.	.	.	.	.	.
snap_replay_const	.text	081E5E70	000000BB	0000001C		R	.	.	.	.	.	.	.	.
snap_pref	.text	081E5F30	000000C8	0000001C	0000000C	R	.	.	.	.	.	.	.	.
snap_usedef	.text	081E6000	0000049F	0000003C	00000004	R	.	.	.	.	.	.	T	.
lj_snap_shrink	.text	081E64A0	0000015C	0000012C	00000004	R	.	.	.	.	.	.	.	.
lj_snap_purge	.text	081E6600	00000063	0000011C		R	.	.	.	.	.	B	.	.
lj_snap_grow_map_	.text	081E6670	00000070	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_snap_grow_buf_	.text	081E66E0	00000060	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_snap_add	.text	081E6740	000002CE	0000003C	00000004	R	.	.	.	.	.	.	.	.
lj_snap_replay	.text	081E6A10	00000A4A	0000006C	00000008	R	.	.	.	.	.	.	.	.
rec_for_direction	.text	081E7460	00000009	00000000		R	.	.	.	.	.	.	.	.
rec_iterl	.text	081E7470	0000006D	0000000C		R	.	.	.	.	.	.	.	.
rec_loop	.text	081E74E0	00000012	00000000		R	.	.	.	.	.	.	.	.
sload	.text	081E7500	0000007C	0000000C		R	.	.	.	.	.	.	.	.
sloadt	.text	081E7580	00000042	0000000C	00000002	R	.	.	.	.	.	.	.	.
fori_load	.text	081E75D0	00000066	0000000C	00000004	R	.	.	.	.	.	.	.	.
getcurrf	.text	081E7640	0000002D	0000000C		R	.	.	.	.	.	.	.	.
rec_comp_prep	.text	081E7670	00000052	0000000C		R	.	.	.	.	.	.	.	.
rec_func_setup	.text	081E76D0	00000070	0000001C		R	.	.	.	.	.	.	.	.
rec_idx_abc	.text	081E7740	000001CF	0000004C	00000004	R	.	.	.	.	.	.	.	.
rec_stop	.text	081E7910	000000C9	0000000C		R	.	.	.	.	.	.	.	.
rec_loop_jit	.text	081E79E0	00000080	0000000C		R	.	.	.	.	.	.	.	.
rec_loop_interp	.text	081E7A60	00000120	0000001C		R	.	.	.	.	.	.	.	.
rec_for_check	.text	081E7B80	000001D4	0000001C	0000000C	R	.	.	.	.	.	.	.	.
find_kinit	.text	081E7D60	0000015A	00000050	00000004	R	.	.	.	.	.	.	.	.
fori_arg	.text	081E7EC0	00000070	0000001C	00000008	R	.	.	.	.	.	.	.	.
rec_for_loop	.text	081E7F30	000001CE	0000003C	00000004	R	.	.	.	.	.	.	.	.
lj_record_setup	.text	081E8100	00000366	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_record_constify	.text	081E8470	0000009E	0000001C	00000008	R	.	.	.	.	.	.	.	.
rec_upvalue	.text	081E8510	0000034A	0000003C		R	.	.	.	.	.	.	.	.
rec_mm_prep	.text	081E8860	00000071	0000001C		R	.	.	.	.	.	.	.	.
rec_comp_fixup	.text	081E88E0	0000007F	0000001C		R	.	.	.	.	.	.	.	.
rec_for	.text	081E8960	0000038F	0000007C		R	.	.	.	.	.	.	.	.
check_call_unroll	.text	081E8CF0	00000140	0000002C		R	.	.	.	.	.	.	.	.
rec_func_lua	.text	081E8E30	00000018	0000000C		R	.	.	.	.	.	.	.	.
lj_record_idx	.text	081E8E50	00000B08	00000060	00000008	R	.	.	.	.	.	.	.	.
lj_record_mm_lookup	.text	081E9960	0000038E	0000006C	0000000C	R	.	.	.	.	.	.	.	.
rec_call_setup	.text	081E9CF0	0000021C	0000007C		R	.	.	.	.	.	.	.	.
lj_record_call	.text	081E9F10	0000004A	0000000C	0000000C	R	.	.	.	.	.	.	.	.
rec_mm_callcomp	.text	081E9F60	000000AE	0000001C		R	.	.	.	.	.	.	.	.
rec_mm_comp_cdata	.text	081EA010	00000081	0000001C	00000004	R	.	.	.	.	.	.	.	.
rec_mm_arith	.text	081EA0A0	00000113	0000002C		R	.	.	.	.	.	.	.	.
lj_record_ret	.text	081EA1C0	000004F0	0000003C	0000000C	R	.	.	.	.	.	.	.	.
lj_record_tailcall	.text	081EA6B0	000000E0	0000001C	0000000C	R	.	.	.	.	.	.	.	.
lj_record_objcmp	.text	081EA790	00000119	0000001C	00000014	R	.	.	.	.	.	.	.	.
possible_crypto_6	.text	081EA8B0	00002406	0000012C	00000004	R	.	.	.	.	.	.	.	.
results_wanted	.text	081ECCC0	00000020	00000000		R	.	.	.	.	.	.	.	.
recff_assert	.text	081ECCE0	00000007	00000000		R	.	.	.	.	.	.	.	.
lj_ffrecord_func	.text	081ECCF0	000000BC	0000002C	00000004	R	.	.	.	.	.	.	.	.
recff_table_getn	.text	081ECDB0	0000003B	0000001C		R	.	.	.	.	.	.	.	.
recff_io_fp	.text	081ECDF0	00000110	0000002C		R	.	.	.	.	.	.	.	.
recff_io_flush	.text	081ECF00	00000063	0000002C		R	.	.	.	.	.	.	.	.
recff_c	.text	081ECF70	00000030	0000000C		R	.	.	.	.	.	.	.	.
recff_nyiu	.text	081ECFA0	00000030	0000000C		R	.	.	.	.	.	.	.	.
recff_ipairs	.text	081ECFD0	00000085	0000001C		R	.	.	.	.	.	.	.	.
recff_type	.text	081ED060	0000003D	0000001C		R	.	.	.	.	.	.	.	.
argv2int	.text	081ED0A0	00000068	0000001C		R	.	.	.	.	.	.	.	.
lj_ffrecord_select_mode	.text	081ED110	000000E0	0000001C	0000000C	R	.	.	.	.	.	.	.	.
recff_select	.text	081ED1F0	000000D0	0000001C		R	.	.	.	.	.	.	.	.
recff_math_pow	.text	081ED2C0	00000080	0000001C		R	.	.	.	.	.	.	.	.
recff_xpcall_cp	.text	081ED340	00000027	0000000C	0000000C	R	.	.	.	.	.	.	.	.
recff_pcall	.text	081ED370	00000030	0000001C		R	.	.	.	.	.	.	.	.
recff_metacall_cp	.text	081ED3A0	00000025	0000000C	0000000C	R	.	.	.	.	.	.	.	.
recff_rawequal	.text	081ED3D0	0000006D	0000001C		R	.	.	.	.	.	.	.	.
recff_nyi	.text	081ED440	00000030	0000000C		R	.	.	.	.	.	.	.	.
recff_getmetatable	.text	081ED470	0000005F	0000005C		R	.	.	.	.	.	.	.	.
recff_rawget	.text	081ED4D0	00000085	0000005C		R	.	.	.	.	.	.	.	.
recff_rawset	.text	081ED560	0000009C	0000005C		R	.	.	.	.	.	.	.	.
recff_xpcall	.text	081ED600	000000D0	0000003C		R	.	.	.	.	.	.	.	.
recff_setmetatable	.text	081ED6D0	00000152	0000006C		R	.	.	.	.	.	.	.	.
recff_tonumber	.text	081ED830	000000D6	0000001C		R	.	.	.	.	.	.	.	.
recff_tostring	.text	081ED910	00000170	0000007C		R	.	.	.	.	.	.	.	.
recff_ipairs_aux	.text	081EDA80	00000123	00000070		R	.	.	.	.	.	.	.	.
recff_math_abs	.text	081EDBB0	00000050	0000001C		R	.	.	.	.	.	.	.	.
recff_math_round	.text	081EDC00	00000055	0000000C		R	.	.	.	.	.	.	.	.
recff_math_unary	.text	081EDC60	00000041	0000000C		R	.	.	.	.	.	.	.	.
recff_math_log	.text	081EDCB0	000000DB	0000001C		R	.	.	.	.	.	.	.	.
recff_math_atan2	.text	081EDD90	0000004C	0000000C		R	.	.	.	.	.	.	.	.
recff_math_ldexp	.text	081EDDE0	0000004C	0000000C		R	.	.	.	.	.	.	.	.
recff_math_atrig	.text	081EDE30	000000C9	0000002C		R	.	.	.	.	.	.	.	.
recff_math_htrig	.text	081EDF00	00000043	0000000C		R	.	.	.	.	.	.	.	.
recff_math_modf	.text	081EDF50	00000094	0000000C		R	.	.	.	.	.	.	.	.
recff_math_degrad	.text	081EDFF0	00000058	0000001C		R	.	.	.	.	.	.	.	.
recff_math_minmax	.text	081EE050	000000FE	0000001C		R	.	.	.	.	.	.	.	.
recff_math_random	.text	081EE150	0000018A	0000001C		R	.	.	.	.	.	.	.	.
recff_bit_unary	.text	081EE2E0	00000058	0000000C		R	.	.	.	.	.	.	.	.
recff_bit_nary	.text	081EE340	0000006D	0000001C		R	.	.	.	.	.	.	.	.
recff_bit_shift	.text	081EE3B0	0000005B	0000000C		R	.	.	.	.	.	.	.	.
recff_string_len	.text	081EE410	0000003F	0000000C		R	.	.	.	.	.	.	.	.
recff_string_range	.text	081EE450	000005C3	0000004C		R	.	.	.	.	.	.	.	.
recff_table_remove	.text	081EEA20	00000160	0000006C		R	.	.	.	.	.	.	.	.
recff_table_insert	.text	081EEB80	000000F0	00000060		R	.	.	.	.	.	.	.	.
recff_io_write	.text	081EEC70	0000019D	0000004C		R	.	.	.	.	.	.	.	.
emit_sjcc	.text	081EEE10	0000001A	00000004		R	.	.	.	.	.	.	.	.
emit_jcc	.text	081EEE30	0000001E	00000004		R	.	.	.	.	.	.	.	.
emit_call_	.text	081EEE50	00000013	00000000		R	.	.	.	.	.	.	.	.
ra_releasetmp	.text	081EEE70	00000034	00000008		R	.	.	.	.	.	.	.	.
asm_collectargs	.text	081EEEB0	0000008A	00000010	00000004	R	.	.	.	.	.	.	.	.
asm_callx_flags	.text	081EEF40	000000A3	00000010		R	.	.	.	.	.	.	.	.
asm_stack_adjust	.text	081EEFF0	0000001A	00000000		R	.	.	.	.	.	.	.	.
asm_isk32	.text	081EF010	00000075	0000000C		R	.	.	.	.	.	.	.	.
noconflict	.text	081EF090	00000054	0000000C	00000004	R	.	.	.	.	.	.	.	.
asm_count_call_slots	.text	081EF0F0	000000A6	00000018		R	.	.	.	.	.	.	.	.
asm_swapops	.text	081EF1A0	000000AD	00000014		R	.	.	.	.	.	.	.	.
asm_setup_call_slots	.text	081EF250	00000077	00000114		R	.	.	.	.	.	.	.	.
ra_spill	.text	081EF2D0	00000080	0000000C		R	.	.	.	.	.	.	.	.
asm_guardcc	.text	081EF350	0000008C	0000000C		R	.	.	.	.	.	.	.	.
asm_mclimit	.text	081EF3E0	00000023	0000000C		R	.	.	.	.	.	.	.	.
emit_mrm	.text	081EF410	00000172	00000018	00000004	R	.	.	.	.	.	.	.	.
emit_gmrmi	.text	081EF590	00000075	0000000C	00000004	R	.	.	.	.	.	.	.	.
emit_gri	.text	081EF610	00000088	00000010	00000004	R	.	.	.	.	.	.	.	.
emit_rmro	.text	081EF6A0	000000CE	00000014	00000008	R	.	.	.	.	.	.	.	.
emit_addptr	.text	081EF770	00000037	00000008		R	.	.	.	.	.	.	.	.
emit_spstore	.text	081EF7B0	00000071	00000010	00000004	R	.	.	.	.	.	.	.	.
ra_save	.text	081EF830	00000018	00000008		R	.	.	.	.	.	.	.	.
emit_spload	.text	081EF850	00000081	00000010	00000004	R	.	.	.	.	.	.	.	.
emit_movmroi	.text	081EF8E0	00000038	00000010	00000004	R	.	.	.	.	.	.	.	.
emit_gmroi	.text	081EF920	00000083	00000010	00000008	R	.	.	.	.	.	.	.	.
emit_rma	.text	081EF9B0	00000039	00000008	00000004	R	.	.	.	.	.	.	.	.
emit_rr	.text	081EF9F0	0000003F	0000000C	00000001	R	.	.	.	.	.	.	.	.
asm_stack_check	.text	081EFA30	00000162	00000020	00000008	R	.	.	.	.	.	.	.	.
emit_movrr	.text	081EFBA0	00000048	00000008	00000004	R	.	.	.	.	.	.	.	.
emit_loadn	.text	081EFBF0	00000064	0000000C		R	.	.	.	.	.	.	.	.
emit_loadi	.text	081EFC60	00000097	00000014		R	.	.	.	.	.	.	.	.
ra_rematk	.text	081EFD00	0000008E	0000000C		R	.	.	.	.	.	.	.	.
ra_restore	.text	081EFD90	0000008F	0000001C		R	.	.	.	.	.	.	.	.
ra_evictset	.text	081EFE20	00000090	0000001C		R	.	.	.	.	.	.	.	.
ra_evict	.text	081EFEB0	00000113	0000000C		R	.	.	.	.	.	.	.	.
ra_allocref	.text	081EFFD0	000000F5	0000001C		R	.	.	.	.	.	.	.	.
asm_snap_alloc1	.text	081F00D0	000001D3	0000000C		R	.	.	.	.	.	.	.	.
asm_snap_prep	.text	081F02B0	00000190	0000002C		R	.	.	.	.	.	.	.	.
